 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 

[    0    0.000               0               0;
     1    0.009            2000               0;
     2    0.018            2000              -0;
     3    0.027            2000              -1;
     4    0.035            2000              -3;
     5    0.044            2000              -5;
     6    0.053            2000              -8;
     7    0.062            2000             -11;
     8    0.071            2000             -14;
     9    0.080            2000             -18;
    10    0.089            2000             -22;
    11    0.097            2000             -27;
    12    0.106            2000             -32;
    13    0.115            2000             -38;
    14    0.124            2000             -44;
    15    0.133            2000             -50;
    16    0.142            2000             -57;
    17    0.151            2000             -64;
    18    0.159            2000             -72;
    19    0.168            2000             -80;
    20    0.177            2000             -88;
    21    0.186            2000             -97;
    22    0.195            2000            -106;
    23    0.204            2000            -116;
    24    0.213            2000            -126;
    25    0.221            2000            -136;
    26    0.230            2000            -147;
    27    0.239            2000            -158;
    28    0.248            2000            -170;
    29    0.257            2000            -182;
    30    0.266            2000            -194;
    31    0.274            2000            -207;
    32    0.283            2000            -220;
    33    0.292            2000            -233;
    34    0.301            2000            -247;
    35    0.310            2000            -261;
    36    0.319            2000            -276;
    37    0.328            2000            -291;
    38    0.336            2000            -306;
    39    0.345            2000            -321;
    40    0.354            2000            -337;
    41    0.363            2000            -354;
    42    0.372            2000            -370;
    43    0.381            2000            -387;
    44    0.390            2000            -405;
    45    0.398            2000            -422;
    46    0.407            2000            -440;
    47    0.416            2000            -459;
    48    0.425            2000            -477;
    49    0.434            2000            -496;
    50    0.443            2000            -516;
    51    0.452            2000            -535;
    52    0.460            2000            -555;
    53    0.469            2000            -575;
    54    0.478            2000            -596;
    55    0.487            2000            -616;
    56    0.496            2000            -637;
    57    0.505            2000            -659;
    58    0.514            2000            -680;
    59    0.522            2000            -703;
    60    0.531            2000            -725;
    61    0.540            2000            -747;
    62    0.549            2000            -770;
    63    0.558            2000            -793;
    64    0.567            2000            -816;
    65    0.576            2000            -840;
    66    0.584            2000            -864;
    67    0.593            2000            -888;
    68    0.602            2000            -913;
    69    0.611            2000            -938;
    70    0.620            2000            -963;
    71    0.629            2000            -988;
    72    0.638            2000           -1014;
    73    0.646            2000           -1040;
    74    0.655            2000           -1066;
    75    0.664            2000           -1092;
    76    0.673            2000           -1119;
    77    0.682            2000           -1147;
    78    0.691            2000           -1174;
    79    0.699            2000           -1201;
    80    0.708            2000           -1229;
    81    0.717            2000           -1258;
    82    0.726            2000           -1286;
    83    0.735            2000           -1315;
    84    0.744            2000           -1344;
    85    0.753            2000           -1373;
    86    0.761            2000           -1403;
    87    0.770            2000           -1432;
    88    0.779            2000           -1462;
    89    0.788            2000           -1492;
    90    0.797            2000           -1523;
    91    0.806            2000           -1554;
    92    0.815            2000           -1585;
    93    0.823            2000           -1616;
    94    0.832            2000           -1648;
    95    0.841            2000           -1679;
    96    0.850            2000           -1711;
    97    0.859            2000           -1744;
    98    0.868            2000           -1776;
    99    0.877            2000           -1809;
   100    0.885            2000           -1842;
   101    0.894            2000           -1876;
   102    0.903            2000           -1909;
   103    0.912            2000           -1943;
   104    0.921            2000           -1978;
   105    0.930            2000           -2012;
   106    0.939            2000           -2047;
   107    0.947            2000           -2083;
   108    0.956            2000           -2119;
   109    0.965            2000           -2154;
   110    0.974            2000           -2191;
   111    0.983            2000           -2227;
   112    0.992            2000           -2264;
   113    1.001            2000           -2301;
   114    1.009            2000           -2338;
   115    1.018            2000           -2376;
   116    1.027            2000           -2414;
   117    1.036            2000           -2452;
   118    1.045            2000           -2491;
   119    1.054            2000           -2529;
   120    1.063            2000           -2568;
   121    1.071            2000           -2607;
   122    1.080            2000           -2647;
   123    1.089            2000           -2687;
   124    1.098            2000           -2727;
   125    1.107            2000           -2767;
   126    1.116            2000           -2808;
   127    1.124            2000           -2848;
   128    1.133            2000           -2890;
   129    1.142            2000           -2931;
   130    1.151            2000           -2972;
   131    1.160            2000           -3014;
   132    1.169            2000           -3056;
   133    1.178            2000           -3097;
   134    1.186            2000           -3140;
   135    1.195            2000           -3182;
   136    1.204            2000           -3224;
   137    1.213            2000           -3267;
   138    1.222            2000           -3310;
   139    1.231            2000           -3353;
   140    1.240            2000           -3396;
   141    1.248            2000           -3440;
   142    1.257            2000           -3483;
   143    1.266            2000           -3527;
   144    1.275            2000           -3571;
   145    1.284            2000           -3616;
   146    1.293            2000           -3660;
   147    1.302            2000           -3705;
   148    1.310            2000           -3750;
   149    1.319            2000           -3795;
   150    1.328            2000           -3840;
   151    1.337            2000           -3886;
   152    1.346            2000           -3931;
   153    1.355            2000           -3977;
   154    1.364            2000           -4023;
   155    1.372            2000           -4069;
   156    1.381            2000           -4116;
   157    1.390            2000           -4163;
   158    1.399            2000           -4209;
   159    1.408            2000           -4256;
   160    1.417            2000           -4303;
   161    1.426            2000           -4350;
   162    1.434            2000           -4397;
   163    1.443            2000           -4445;
   164    1.452            2000           -4493;
   165    1.461            2000           -4543;
   166    1.470            2000           -4592;
   167    1.479            2000           -4641;
   168    1.488            2000           -4690;
   169    1.496            2000           -4740;
   170    1.505            2000           -4791;
   171    1.514            2000           -4841;
   172    1.523            2000           -4892;
   173    1.532            2000           -4943;
   174    1.541            2000           -4994;
   175    1.549            2000           -5046;
   176    1.558            2000           -5097;
   177    1.567            2000           -5149;
   178    1.576            2000           -5201;
   179    1.585            2000           -5253;
   180    1.594            2000           -5304;
   181    1.603            2000           -5357;
   182    1.611            2000           -5409;
   183    1.620            2000           -5462;
   184    1.629            2000           -5515;
   185    1.638            2000           -5568;
   186    1.647            2000           -5621;
   187    1.656            2000           -5674;
   188    1.665            2000           -5728;
   189    1.673            2000           -5782;
   190    1.682            2000           -5836;
   191    1.691            2000           -5890;
   192    1.700            2000           -5944;
   193    1.709            2000           -5999;
   194    1.718            2000           -6054;
   195    1.727            2000           -6109;
   196    1.735            2000           -6165;
   197    1.744            2000           -6220;
   198    1.753            2000           -6276;
   199    1.762            2000           -6332;
   200    1.771            2000           -6389;
