 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 

[    0    0.000               0             -19;
     1    0.009            2000             -19;
     2    0.018            2000             -19;
     3    0.027            2000             -19;
     4    0.035            2000             -21;
     5    0.044            2000             -24;
     6    0.053            2000             -26;
     7    0.062            2000             -29;
     8    0.071            2000             -32;
     9    0.080            2000             -36;
    10    0.089            2000             -39;
    11    0.097            2000             -44;
    12    0.106            2000             -48;
    13    0.115            2000             -53;
    14    0.124            2000             -58;
    15    0.133            2000             -63;
    16    0.142            2000             -69;
    17    0.151            2000             -75;
    18    0.159            2000             -81;
    19    0.168            2000             -88;
    20    0.177            2000             -95;
    21    0.186            2000            -102;
    22    0.195            2000            -109;
    23    0.204            2000            -117;
    24    0.213            2000            -125;
    25    0.221            2000            -133;
    26    0.230            2000            -141;
    27    0.239            2000            -150;
    28    0.248            2000            -158;
    29    0.257            2000            -167;
    30    0.266            2000            -177;
    31    0.274            2000            -186;
    32    0.283            2000            -196;
    33    0.292            2000            -206;
    34    0.301            2000            -216;
    35    0.310            2000            -226;
    36    0.319            2000            -237;
    37    0.328            2000            -247;
    38    0.336            2000            -258;
    39    0.345            2000            -269;
    40    0.354            2000            -281;
    41    0.363            2000            -292;
    42    0.372            2000            -304;
    43    0.381            2000            -316;
    44    0.390            2000            -328;
    45    0.398            2000            -341;
    46    0.407            2000            -353;
    47    0.416            2000            -366;
    48    0.425            2000            -379;
    49    0.434            2000            -392;
    50    0.443            2000            -406;
    51    0.452            2000            -420;
    52    0.460            2000            -434;
    53    0.469            2000            -448;
    54    0.478            2000            -462;
    55    0.487            2000            -477;
    56    0.496            2000            -492;
    57    0.505            2000            -507;
    58    0.514            2000            -523;
    59    0.522            2000            -539;
    60    0.531            2000            -555;
    61    0.540            2000            -571;
    62    0.549            2000            -587;
    63    0.558            2000            -604;
    64    0.567            2000            -621;
    65    0.576            2000            -638;
    66    0.584            2000            -656;
    67    0.593            2000            -674;
    68    0.602            2000            -692;
    69    0.611            2000            -710;
    70    0.620            2000            -728;
    71    0.629            2000            -747;
    72    0.638            2000            -766;
    73    0.646            2000            -786;
    74    0.655            2000            -805;
    75    0.664            2000            -825;
    76    0.673            2000            -845;
    77    0.682            2000            -865;
