 Sample   Time     Commanded 2 Pos  Encoder 4 Pos   Control Effort 2
   730   32.318           -2000           -1315          0.4655;
   731   32.362           -2000           -1329          0.4567;
   732   32.406           -2000           -1343          0.4466;
   733   32.451           -2000           -1357          0.4365;
   734   32.495           -2000           -1371          0.4277;
   735   32.539           -2000           -1384          0.4194;
   736   32.583           -2000           -1396          0.4109;
   737   32.628           -2000           -1410          0.4008;
   738   32.672           -2000           -1422          0.3926;
   739   32.716           -2000           -1433          0.3861;
   740   32.760           -2000           -1444          0.3785;
   741   32.805           -2000           -1456          0.3703;
   742   32.849           -2000           -1467          0.3626;
   743   32.893           -2000           -1477          0.3562;
   744   32.938           -2000           -1487          0.3489;
   745   32.982           -2000           -1498          0.3413;
   746   33.026           -2000           -1507          0.3358;
   747   33.070           -2000           -1515          0.3300;
   748   33.115           -2000           -1525          0.3236;
   749   33.159           -2000           -1535          0.3165;
   750   33.203           -2000           -1543          0.3114;
   751   33.247           -2000           -1551          0.3059;
   752   33.292           -2000           -1559          0.3001;
   753   33.336           -2000           -1567          0.2949;
   754   33.380           -2000           -1575          0.2894;
   755   33.424           -2000           -1581          0.2845;
   756   33.469           -2000           -1588          0.2802;
   757   33.513           -2000           -1596          0.2750;
   758   33.557           -2000           -1602          0.2708;
   759   33.602           -2000           -1608          0.2671;
   760   33.646           -2000           -1615          0.2622;
   761   33.690           -2000           -1621          0.2576;
   762   33.734           -2000           -1627          0.2543;
   763   33.779           -2000           -1631          0.2512;
   764   33.823           -2000           -1637          0.2463;
   765   33.867           -2000           -1643          0.2436;
   766   33.911           -2000           -1647          0.2405;
   767   33.956           -2000           -1651          0.2375;
   768   34.000           -2000           -1657          0.2338;
   769   34.044           -2000           -1662          0.2305;
   770   34.089           -2000           -1666          0.2277;
   771   34.133           -2000           -1669          0.2250;
   772   34.177           -2000           -1674          0.2222;
   773   34.221           -2000           -1678          0.2195;
   774   34.266           -2000           -1681          0.2173;
   775   34.310           -2000           -1683          0.2161;
   776   34.354           -2000           -1687          0.2137;
   777   34.398           -2000           -1689          0.2125;
   778   34.443           -2000           -1690          0.2115;
   779   34.487           -2000           -1692          0.2100;
   780   34.531           -2000           -1695          0.2082;
   781   34.576           -2000           -1697          0.2073;
   782   34.620           -2000           -1698          0.2070;
   783   34.664           -2000           -1698          0.2063;
   784   34.708           -2000           -1700          0.2045;
   785   34.753           -2000           -1702          0.2036;
   786   34.797           -2000           -1703          0.2033;
   787   34.841           -2000           -1703          0.2033;
   788   34.885           -2000           -1704          0.2021;
   789   34.930           -2000           -1706          0.2015;
   790   34.974           -2000           -1706          0.2015;
   791   35.018               0           -1706         -1.1664;
   792   35.063               0           -1706         -1.1667;
   793   35.107               0           -1684         -1.1444;
   794   35.151               0           -1631         -1.1023;
   795   35.195               0           -1554         -1.0461;
   796   35.240               0           -1471         -0.9902;
   797   35.284               0           -1401         -0.9469;
   798   35.328               0           -1357         -0.9225;
   799   35.372               0           -1341         -0.9148;
   800   35.417               0           -1338         -0.9151;
   801   35.461               0           -1330         -0.9069;
   802   35.505               0           -1301         -0.8825;
   803   35.549               0           -1251         -0.8437;
   804   35.594               0           -1188         -0.7998;
   805   35.638               0           -1125         -0.7589;
   806   35.682               0           -1078         -0.7295;
   807   35.727               0           -1053         -0.7155;
   808   35.771               0           -1043         -0.7121;
   809   35.815               0           -1037         -0.7070;
   810   35.859               0           -1021         -0.6938;
   811   35.904               0            -990         -0.6700;
   812   35.948               0            -947         -0.6380;
   813   35.992               0            -899         -0.6053;
   814   36.036               0            -857         -0.5794;
   815   36.081               0            -829         -0.5626;
   816   36.125               0            -813         -0.5534;
   817   36.169               0            -803         -0.5470;
   818   36.214               0            -789         -0.5357;
   819   36.258               0            -768         -0.5201;
   820   36.302               0            -740         -0.4997;
   821   36.346               0            -708         -0.4768;
   822   36.391               0            -677         -0.4585;
   823   36.435               0            -654         -0.4438;
   824   36.479               0            -636         -0.4313;
   825   36.523               0            -619         -0.4206;
   826   36.568               0            -601         -0.4075;
   827   36.612               0            -583         -0.3950;
   828   36.656               0            -563         -0.3813;
   829   36.701               0            -543         -0.3678;
   830   36.745               0            -524         -0.3541;
   831   36.789               0            -507         -0.3440;
   832   36.833               0            -490         -0.3321;
   833   36.878               0            -472         -0.3190;
   834   36.922               0            -456         -0.3083;
   835   36.966               0            -441         -0.2979;
   836   37.010               0            -425         -0.2875;
   837   37.055               0            -410         -0.2778;
   838   37.099               0            -396         -0.2683;
   839   37.143               0            -383         -0.2595;
   840   37.188               0            -369         -0.2488;
   841   37.232               0            -356         -0.2408;
   842   37.276               0            -343         -0.2329;
   843   37.320               0            -332         -0.2247;
   844   37.365               0            -319         -0.2164;
   845   37.409               0            -308         -0.2088;
   846   37.453               0            -297         -0.2009;
   847   37.497               0            -287         -0.1947;
   848   37.542               0            -276         -0.1865;
   849   37.586               0            -266         -0.1804;
   850   37.630               0            -257         -0.1737;
   851   37.674               0            -248         -0.1682;
   852   37.719               0            -239         -0.1615;
   853   37.763               0            -230         -0.1551;
   854   37.807               0            -222         -0.1499;
   855   37.852               0            -214         -0.1444;
   856   37.896               0            -205         -0.1383;
   857   37.940               0            -198         -0.1334;
   858   37.984               0            -191         -0.1297;
   859   38.029               0            -184         -0.1245;
   860   38.073               0            -177         -0.1194;
   861   38.117               0            -171         -0.1160;
   862   38.161               0            -165         -0.1117;
   863   38.206               0            -159         -0.1081;
   864   38.250               0            -153         -0.1032;
   865   38.294               0            -148         -0.1001;
   866   38.339               0            -143         -0.0971;
   867   38.383               0            -138         -0.0928;
   868   38.427               0            -133         -0.0894;
   869   38.471               0            -128         -0.0867;
   870   38.516               0            -124         -0.0839;
   871   38.560               0            -120         -0.0812;
   872   38.604               0            -115         -0.0781;
   873   38.648               0            -111         -0.0757;
   874   38.693               0            -108         -0.0733;
   875   38.737               0            -104         -0.0708;
   876   38.781               0            -100         -0.0684;
   877   38.826               0             -97         -0.0653;
   878   38.870               0             -94         -0.0635;
   879   38.914               0             -91         -0.0617;
   880   38.958               0             -87         -0.0592;
   881   39.003               0             -84         -0.0577;
   882   39.047               0             -82         -0.0556;
   883   39.091               0             -79         -0.0534;
   884   39.135               0             -75         -0.0510;
   885   39.180               0             -72         -0.0495;
   886   39.224               0             -70         -0.0470;
   887   39.268               0             -67         -0.0458;
   888   39.313               0             -64         -0.0433;
   889   39.357               0             -62         -0.0418;
   890   39.401               0             -60         -0.0409;
   891   39.445               0             -57         -0.0382;
   892   39.490               0             -54         -0.0369;
   893   39.534               0             -53         -0.0360;
   894   39.578               0             -51         -0.0345;
   895   39.622               0             -48         -0.0330;
   896   39.667               0             -46         -0.0308;
   897   39.711               0             -45         -0.0305;
   898   39.755               0             -43         -0.0293;
   899   39.799               0             -41         -0.0275;
   900   39.844               0             -39         -0.0266;
   901   39.888               0             -38         -0.0256;
   902   39.932               0             -37         -0.0253;
   903   39.977               0             -36         -0.0241;
   904   40.021            2000             -34         -1.3901;
   905   40.065            2000             -29         -1.3843;
   906   40.109            2000               1         -1.3587;
   907   40.154            2000              64         -1.3089;
   908   40.198            2000             155         -1.2421;
   909   40.242            2000             252         -1.1774;
   910   40.286            2000             336         -1.1239;
   911   40.331            2000             390         -1.0928;
   912   40.375            2000             413         -1.0830;
   913   40.419            2000             417         -1.0821;
   914   40.464            2000             425         -1.0751;
   915   40.508            2000             452         -1.0510;
   916   40.552            2000             506         -1.0089;
   917   40.596            2000             578         -0.9576;
   918   40.641            2000             653         -0.9072;
   919   40.685            2000             715         -0.8684;
   920   40.729            2000             754         -0.8471;
   921   40.773            2000             770         -0.8388;
   922   40.818            2000             776         -0.8364;
   923   40.862            2000             787         -0.8251;
   924   40.906            2000             814         -0.8046;
   925   40.951            2000             858         -0.7717;
   926   40.995            2000             914         -0.7314;
   927   41.039            2000             969         -0.6941;
   928   41.083            2000            1013         -0.6673;
   929   41.128            2000            1040         -0.6514;
   930   41.172            2000            1054         -0.6438;
   931   41.216            2000            1065         -0.6383;
   932   41.260            2000            1080         -0.6242;
   933   41.305            2000            1105         -0.6056;
   934   41.349            2000            1141         -0.5797;
   935   41.393            2000            1181         -0.5522;
   936   41.438            2000            1216         -0.5287;
   937   41.482            2000            1244         -0.5113;
   938   41.526            2000            1265         -0.4997;
   939   41.570            2000            1281         -0.4896;
   940   41.615            2000            1297         -0.4780;
   941   41.659            2000            1316         -0.4628;
   942   41.703            2000            1340         -0.4451;
   943   41.747            2000            1365         -0.4298;
   944   41.792            2000            1388         -0.4133;
   945   41.836            2000            1409         -0.4005;
   946   41.880            2000            1429         -0.3871;
   947   41.924            2000            1448         -0.3736;
   948   41.969            2000            1467         -0.3596;
   949   42.013            2000            1486         -0.3477;
   950   42.057            2000            1505         -0.3358;
   951   42.102            2000            1521         -0.3251;
   952   42.146            2000            1537         -0.3141;
   953   42.190            2000            1554         -0.3031;
   954   42.234            2000            1570         -0.2915;
   955   42.279            2000            1584         -0.2817;
   956   42.323            2000            1598         -0.2729;
   957   42.367            2000            1612         -0.2628;
   958   42.411            2000            1626         -0.2537;
   959   42.456            2000            1638         -0.2457;
   960   42.500            2000            1650         -0.2375;
   961   42.544            2000            1662         -0.2283;
   962   42.589            2000            1674         -0.2213;
   963   42.633            2000            1684         -0.2146;
   964   42.677            2000            1694         -0.2063;
   965   42.721            2000            1705         -0.1999;
   966   42.766            2000            1715         -0.1926;
   967   42.810            2000            1724         -0.1877;
   968   42.854            2000            1733         -0.1813;
   969   42.898            2000            1742         -0.1743;
   970   42.943            2000            1751         -0.1685;
   971   42.987            2000            1758         -0.1630;
   972   43.031            2000            1766         -0.1578;
   973   43.076            2000            1774         -0.1523;
   974   43.120            2000            1781         -0.1484;
   975   43.164            2000            1788         -0.1444;
   976   43.208            2000            1794         -0.1386;
   977   43.253            2000            1801         -0.1349;
   978   43.297            2000            1808         -0.1306;
   979   43.341            2000            1813         -0.1273;
   980   43.385            2000            1819         -0.1227;
   981   43.430            2000            1824         -0.1190;
   982   43.474            2000            1830         -0.1148;
   983   43.518            2000            1835         -0.1120;
   984   43.563            2000            1839         -0.1087;
   985   43.607            2000            1844         -0.1056;
   986   43.651            2000            1849         -0.1026;
   987   43.695            2000            1853         -0.1001;
   988   43.740            2000            1857         -0.0971;
   989   43.784            2000            1862         -0.0940;
   990   43.828            2000            1866         -0.0907;
   991   43.872            2000            1869         -0.0894;
   992   43.917            2000            1872         -0.0867;
   993   43.961            2000            1876         -0.0839;
   994   44.005            2000            1880         -0.0818;
   995   44.049            2000            1883         -0.0794;
   996   44.094            2000            1886         -0.0766;
   997   44.138            2000            1890         -0.0751;
   998   44.182            2000            1892         -0.0730;
   999   44.227            2000            1895         -0.0711;
  1000   44.271            2000            1898         -0.0687;
  1001   44.315            2000            1902         -0.0662;
  1002   44.359            2000            1904         -0.0647;
  1003   44.404            2000            1907         -0.0632;
  1004   44.448            2000            1910         -0.0604;
  1005   44.492            2000            1913         -0.0595;
  1006   44.536            2000            1915         -0.0577;
  1007   44.581            2000            1916         -0.0571;
  1008   44.625            2000            1919         -0.0546;
  1009   44.669            2000            1921         -0.0534;
  1010   44.714            2000            1923         -0.0519;
  1011   44.758            2000            1924         -0.0516;
  1012   44.802            2000            1927         -0.0495;
  1013   44.846            2000            1928         -0.0485;
  1014   44.891            2000            1930         -0.0476;
  1015   44.935            2000            1931         -0.0470;
  1016   44.979            2000            1932         -0.0461;
  1017   45.023               0            1934          1.3233;
  1018   45.068               0            1933          1.3223;
  1019   45.112               0            1910          1.3004;
  1020   45.156               0            1859          1.2585;
  1021   45.201               0            1784          1.2036;
  1022   45.245               0            1703          1.1493;
  1023   45.289               0            1637          1.1078;
  1024   45.333               0            1598          1.0879;
  1025   45.378               0            1585          1.0836;
  1026   45.422               0            1583          1.0824;
  1027   45.466               0            1576          1.0760;
  1028   45.510               0            1550          1.0534;
  1029   45.555               0            1503          1.0171;
  1030   45.599               0            1440          0.9719;
  1031   45.643               0            1380          0.9316;
  1032   45.688               0            1335          0.9060;
  1033   45.732               0            1311          0.8938;
  1034   45.776               0            1302          0.8892;
  1035   45.820               0            1298          0.8861;
  1036   45.865               0            1285          0.8739;
  1037   45.909               0            1257          0.8526;
  1038   45.953               0            1215          0.8220;
  1039   45.997               0            1169          0.7903;
  1040   46.042               0            1129          0.7653;
  1041   46.086               0            1101          0.7476;
  1042   46.130               0            1084          0.7396;
  1043   46.174               0            1074          0.7323;
  1044   46.219               0            1063          0.7250;
  1045   46.263               0            1044          0.7097;
  1046   46.307               0            1018          0.6902;
  1047   46.352               0             987          0.6691;
  1048   46.396               0             959          0.6511;
  1049   46.440               0             935          0.6358;
  1050   46.484               0             916          0.6236;
  1051   46.529               0             901          0.6132;
  1052   46.573               0             885          0.6010;
  1053   46.617               0             867          0.5904;
  1054   46.661               0             849          0.5769;
  1055   46.706               0             831          0.5656;
  1056   46.750               0             814          0.5525;
  1057   46.794               0             797          0.5418;
  1058   46.839               0             781          0.5311;
  1059   46.883               0             765          0.5198;
  1060   46.927               0             749          0.5082;
  1061   46.971               0             733          0.4976;
  1062   47.016               0             718          0.4881;
  1063   47.060               0             705          0.4795;
  1064   47.104               0             690          0.4679;
  1065   47.148               0             675          0.4594;
  1066   47.193               0             662          0.4493;
  1067   47.237               0             649          0.4411;
  1068   47.281               0             636          0.4332;
  1069   47.326               0             623          0.4228;
  1070   47.370               0             611          0.4151;
  1071   47.414               0             599          0.4078;
  1072   47.458               0             587          0.3996;
  1073   47.503               0             575          0.3913;
  1074   47.547               0             565          0.3846;
  1075   47.591               0             554          0.3761;
  1076   47.635               0             543          0.3697;
  1077   47.680               0             532          0.3626;
  1078   47.724               0             523          0.3556;
  1079   47.768               0             514          0.3492;
  1080   47.813               0             504          0.3428;
  1081   47.857               0             494          0.3358;
  1082   47.901               0             486          0.3306;
  1083   47.945               0             478          0.3248;
  1084   47.990               0             469          0.3193;
  1085   48.034               0             460          0.3132;
  1086   48.078               0             453          0.3083;
  1087   48.122               0             445          0.3031;
  1088   48.167               0             437          0.2976;
  1089   48.211               0             429          0.2924;
  1090   48.255               0             423          0.2875;
  1091   48.299               0             416          0.2836;
  1092   48.344               0             409          0.2787;
  1093   48.388               0             402          0.2735;
  1094   48.432               0             397          0.2705;
  1095   48.477               0             390          0.2656;
  1096   48.521               0             384          0.2613;
  1097   48.565               0             378          0.2570;
  1098   48.609               0             373          0.2549;
  1099   48.654               0             368          0.2506;
  1100   48.698               0             362          0.2460;
  1101   48.742               0             357          0.2433;
  1102   48.786               0             353          0.2405;
  1103   48.831               0             348          0.2372;
  1104   48.875               0             343          0.2329;
  1105   48.919               0             338          0.2305;
  1106   48.964               0             335          0.2277;
  1107   49.008               0             331          0.2250;
  1108   49.052               0             326          0.2219;
  1109   49.096               0             323          0.2198;
  1110   49.141               0             320          0.2183;
  1111   49.185               0             316          0.2152;
  1112   49.229               0             312          0.2128;
  1113   49.273               0             309          0.2109;
  1114   49.318               0             307          0.2091;
  1115   49.362               0             303          0.2070;
  1116   49.406               0             300          0.2048;
  1117   49.451               0             298          0.2030;
  1118   49.495               0             296          0.2021;
  1119   49.539               0             293          0.1999;
  1120   49.583               0             290          0.1978;
  1121   49.628               0             289          0.1969;
  1122   49.672               0             287          0.1960;
  1123   49.716               0             285          0.1941;
  1124   49.760               0             282          0.1923;
  1125   49.805               0             281          0.1920;
  1126   49.849               0             280          0.1914;
  1127   49.893               0             278          0.1893;
  1128   49.938               0             276          0.1883]
