 Sample   Time     Commanded 2 Pos  Encoder 4 Pos   Control Effort 2
   245   10.846           -2000            -491          1.0259;
   246   10.891           -2000            -531          0.9945;
   247   10.935           -2000            -585          0.9567;
   248   10.979           -2000            -640          0.9197;
   249   11.023           -2000            -684          0.8926;
   250   11.068           -2000            -711          0.8770;
   251   11.112           -2000            -724          0.8709;
   252   11.156           -2000            -732          0.8654;
   253   11.201           -2000            -747          0.8523;
   254   11.245           -2000            -774          0.8321;
   255   11.289           -2000            -811          0.8049;
   256   11.333           -2000            -851          0.7787;
   257   11.378           -2000            -884          0.7570;
   258   11.422           -2000            -909          0.7424;
   259   11.466           -2000            -926          0.7314;
   260   11.510           -2000            -938          0.7228;
   261   11.555           -2000            -954          0.7112;
   262   11.599           -2000            -975          0.6957;
   263   11.643           -2000           -1001          0.6786;
   264   11.688           -2000           -1027          0.6606;
   265   11.732           -2000           -1050          0.6453;
   266   11.776           -2000           -1071          0.6316;
   267   11.820           -2000           -1089          0.6203;
   268   11.865           -2000           -1106          0.6071;
   269   11.909           -2000           -1125          0.5952;
   270   11.953           -2000           -1144          0.5821;
   271   11.997           -2000           -1162          0.5693;
   272   12.042           -2000           -1179          0.5577;
   273   12.086           -2000           -1196          0.5467;
   274   12.130           -2000           -1214          0.5345;
   275   12.174           -2000           -1229          0.5238;
   276   12.219           -2000           -1245          0.5128;
   277   12.263           -2000           -1262          0.5012;
   278   12.307           -2000           -1277          0.4908;
   279   12.352           -2000           -1292          0.4820;
   280   12.396           -2000           -1307          0.4707;
   281   12.440           -2000           -1322          0.4600;
   282   12.484           -2000           -1337          0.4512;
   283   12.529           -2000           -1350          0.4417;
   284   12.573           -2000           -1363          0.4328;
   285   12.617           -2000           -1377          0.4228;
   286   12.661           -2000           -1391          0.4139;
   287   12.706           -2000           -1403          0.4057;
   288   12.750           -2000           -1415          0.3977;
   289   12.794           -2000           -1427          0.3895;
   290   12.839           -2000           -1439          0.3816;
   291   12.883           -2000           -1450          0.3736;
   292   12.927           -2000           -1461          0.3660;
   293   12.971           -2000           -1472          0.3587;
   294   13.016           -2000           -1483          0.3516;
   295   13.060           -2000           -1492          0.3458;
   296   13.104           -2000           -1502          0.3382;
   297   13.148           -2000           -1512          0.3318;
   298   13.193           -2000           -1521          0.3254;
   299   13.237           -2000           -1530          0.3196;
   300   13.281           -2000           -1539          0.3135;
   301   13.326           -2000           -1548          0.3074;
   302   13.370           -2000           -1556          0.3025;
   303   13.414           -2000           -1563          0.2976;
   304   13.458           -2000           -1571          0.2918;
   305   13.503           -2000           -1579          0.2863;
   306   13.547           -2000           -1587          0.2814;
   307   13.591           -2000           -1593          0.2766;
   308   13.635           -2000           -1600          0.2720;
   309   13.680           -2000           -1607          0.2680;
   310   13.724           -2000           -1613          0.2631;
   311   13.768           -2000           -1619          0.2598;
   312   13.813           -2000           -1626          0.2543;
   313   13.857           -2000           -1632          0.2509;
   314   13.901           -2000           -1637          0.2469;
   315   13.945           -2000           -1642          0.2436;
   316   13.990           -2000           -1648          0.2399;
   317   14.034           -2000           -1653          0.2363;
   318   14.078           -2000           -1657          0.2335;
   319   14.122           -2000           -1662          0.2302;
   320   14.167           -2000           -1667          0.2274;
   321   14.211           -2000           -1671          0.2244;
   322   14.255           -2000           -1675          0.2219;
   323   14.299           -2000           -1678          0.2189;
   324   14.344           -2000           -1683          0.2164;
   325   14.388           -2000           -1687          0.2134;
   326   14.432           -2000           -1690          0.2115;
   327   14.477           -2000           -1693          0.2088;
   328   14.521           -2000           -1697          0.2063;
   329   14.565           -2000           -1700          0.2048;
   330   14.609           -2000           -1702          0.2033;
   331   14.654           -2000           -1705          0.2005;
   332   14.698           -2000           -1708          0.1987;
   333   14.742           -2000           -1711          0.1972;
   334   14.786           -2000           -1713          0.1963;
   335   14.831           -2000           -1715          0.1941;
   336   14.875           -2000           -1719          0.1920;
   337   14.919           -2000           -1721          0.1905;
   338   14.964           -2000           -1722          0.1899;
   339   15.008               0           -1725         -1.1795;
   340   15.052               0           -1727         -1.1804;
   341   15.096               0           -1704         -1.1590;
   342   15.141               0           -1652         -1.1181;
   343   15.185               0           -1577         -1.0629;
   344   15.229               0           -1497         -1.0089;
   345   15.273               0           -1433         -0.9695;
   346   15.318               0           -1395         -0.9487;
   347   15.362               0           -1384         -0.9451;
   348   15.406               0           -1382         -0.9447;
   349   15.451               0           -1370         -0.9341;
   350   15.495               0           -1338         -0.9069;
   351   15.539               0           -1285         -0.8675;
   352   15.583               0           -1222         -0.8233;
   353   15.628               0           -1165         -0.7872;
   354   15.672               0           -1127         -0.7643;
   355   15.716               0           -1109         -0.7558;
   356   15.760               0           -1103         -0.7537;
   357   15.805               0           -1094         -0.7460;
   358   15.849               0           -1072         -0.7274;
   359   15.893               0           -1036         -0.6999;
   360   15.938               0            -990         -0.6676;
   361   15.982               0            -945         -0.6377;
   362   16.026               0            -911         -0.6172;
   363   16.070               0            -890         -0.6062;
   364   16.115               0            -879         -0.5992;
   365   16.159               0            -867         -0.5910;
   366   16.203               0            -849         -0.5766;
   367   16.247               0            -824         -0.5571;
   368   16.292               0            -792         -0.5351;
   369   16.336               0            -760         -0.5137;
   370   16.380               0            -734         -0.4982;
   371   16.424               0            -715         -0.4863;
   372   16.469               0            -700         -0.4756;
   373   16.513               0            -684         -0.4643;
   374   16.557               0            -665         -0.4512;
   375   16.602               0            -646         -0.4386;
   376   16.646               0            -626         -0.4240;
   377   16.690               0            -606         -0.4118;
   378   16.734               0            -589         -0.3990;
   379   16.779               0            -573         -0.3877;
   380   16.823               0            -555         -0.3767;
   381   16.867               0            -538         -0.3651;
   382   16.911               0            -523         -0.3550;
   383   16.956               0            -508         -0.3443;
   384   17.000               0            -492         -0.3330;
   385   17.044               0            -477         -0.3236;
   386   17.089               0            -464         -0.3144;
   387   17.133               0            -451         -0.3065;
   388   17.177               0            -437         -0.2958;
   389   17.221               0            -424         -0.2872;
   390   17.266               0            -413         -0.2796;
   391   17.310               0            -401         -0.2714;
   392   17.354               0            -389         -0.2631;
   393   17.398               0            -378         -0.2561;
   394   17.443               0            -368         -0.2500;
   395   17.487               0            -357         -0.2415;
   396   17.531               0            -346         -0.2350;
   397   17.576               0            -336         -0.2277;
   398   17.620               0            -328         -0.2228;
   399   17.664               0            -318         -0.2161;
   400   17.708               0            -309         -0.2088;
   401   17.753               0            -300         -0.2039;
   402   17.797               0            -293         -0.1981;
   403   17.841               0            -284         -0.1926;
   404   17.885               0            -276         -0.1871;
   405   17.930               0            -268         -0.1819;
   406   17.974               0            -260         -0.1764;
   407   18.018               0            -253         -0.1712;
   408   18.063               0            -245         -0.1661;
   409   18.107               0            -239         -0.1627;
   410   18.151               0            -233         -0.1578;
   411   18.195               0            -227         -0.1538;
   412   18.240               0            -220         -0.1496;
   413   18.284               0            -214         -0.1453;
   414   18.328               0            -209         -0.1416;
   415   18.372               0            -204         -0.1383;
   416   18.417               0            -198         -0.1340;
   417   18.461               0            -193         -0.1313;
   418   18.505               0            -189         -0.1279;
   419   18.549               0            -184         -0.1248;
   420   18.594               0            -179         -0.1218;
   421   18.638               0            -175         -0.1190;
   422   18.682               0            -171         -0.1160;
   423   18.727               0            -166         -0.1120;
   424   18.771               0            -161         -0.1096;
   425   18.815               0            -158         -0.1068;
   426   18.859               0            -155         -0.1053;
   427   18.904               0            -151         -0.1026;
   428   18.948               0            -148         -0.1004;
   429   18.992               0            -145         -0.0986;
   430   19.036               0            -142         -0.0965;
   431   19.081               0            -139         -0.0946;
   432   19.125               0            -136         -0.0925;
   433   19.169               0            -134         -0.0910;
   434   19.214               0            -132         -0.0897;
   435   19.258               0            -129         -0.0873;
   436   19.302               0            -126         -0.0861;
   437   19.346               0            -125         -0.0849;
   438   19.391               0            -123         -0.0839;
   439   19.435               0            -121         -0.0818;
   440   19.479               0            -119         -0.0812;
   441   19.523               0            -118         -0.0800;
   442   19.568               0            -116         -0.0791;
   443   19.612               0            -114         -0.0775;
   444   19.656               0            -113         -0.0769;
   445   19.701               0            -112         -0.0763;
   446   19.745               0            -111         -0.0760;
   447   19.789               0            -108         -0.0742;
   448   19.833               0            -107         -0.0726;
   449   19.878               0            -106         -0.0720;
   450   19.922               0            -104         -0.0711;
   451   19.966               0            -103         -0.0699;
   452   20.010            2000            -101         -1.4365;
   453   20.055            2000             -97         -1.4307;
   454   20.099            2000             -70         -1.4078;
   455   20.143            2000              -8         -1.3587;
   456   20.188            2000              81         -1.2946;
   457   20.232            2000             177         -1.2289;
   458   20.276            2000             258         -1.1770;
   459   20.320            2000             308         -1.1499;
   460   20.365            2000             327         -1.1419;
   461   20.409            2000             329         -1.1429;
   462   20.453            2000             338         -1.1340;
   463   20.497            2000             371         -1.1056;
   464   20.542            2000             430         -1.0598;
   465   20.586            2000             506         -1.0064;
   466   20.630            2000             580         -0.9576;
   467   20.674            2000             636         -0.9237;
   468   20.719            2000             664         -0.9096;
   469   20.763            2000             673         -0.9063;
   470   20.807            2000             678         -0.9017;
   471   20.852            2000             695         -0.8877;
   472   20.896            2000             731         -0.8593;
   473   20.940            2000             785         -0.8190;
   474   20.984            2000             845         -0.7778;
   475   21.029            2000             896         -0.7460;
   476   21.073            2000             929         -0.7271;
   477   21.117            2000             945         -0.7195;
   478   21.161            2000             953         -0.7143;
   479   21.206            2000             965         -0.7057;
   480   21.250            2000             988         -0.6862;
   481   21.294            2000            1023         -0.6600;
   482   21.339            2000            1067         -0.6300;
   483   21.383            2000            1107         -0.6035;
   484   21.427            2000            1137         -0.5852;
   485   21.471            2000            1158         -0.5739;
   486   21.516            2000            1172         -0.5632;
   487   21.560            2000            1186         -0.5546;
   488   21.604            2000            1204         -0.5394;
   489   21.648            2000            1229         -0.5217;
   490   21.693            2000            1257         -0.5018;
   491   21.737            2000            1284         -0.4838;
   492   21.781            2000            1306         -0.4704;
   493   21.826            2000            1326         -0.4585;
   494   21.870            2000            1344         -0.4447;
   495   21.914            2000            1363         -0.4319;
   496   21.958            2000            1381         -0.4200;
   497   22.003            2000            1400         -0.4063;
   498   22.047            2000            1418         -0.3944;
   499   22.091            2000            1435         -0.3834;
   500   22.135            2000            1451         -0.3718;
   501   22.180            2000            1467         -0.3599;
   502   22.224            2000            1483         -0.3498;
   503   22.268            2000            1497         -0.3419;
   504   22.313            2000            1512         -0.3300;
   505   22.357            2000            1526         -0.3211;
   506   22.401            2000            1540         -0.3117;
   507   22.445            2000            1552         -0.3040;
   508   22.490            2000            1565         -0.2961;
   509   22.534            2000            1578         -0.2869;
   510   22.578            2000            1589         -0.2793;
   511   22.622            2000            1600         -0.2717;
   512   22.667            2000            1611         -0.2634;
   513   22.711            2000            1621         -0.2573;
   514   22.755            2000            1631         -0.2494;
   515   22.799            2000            1641         -0.2442;
   516   22.844            2000            1650         -0.2372;
   517   22.888            2000            1660         -0.2305;
   518   22.932            2000            1668         -0.2262;
   519   22.977            2000            1676         -0.2207;
   520   23.021            2000            1684         -0.2152;
   521   23.065            2000            1692         -0.2091;
   522   23.109            2000            1700         -0.2045;
   523   23.154            2000            1707         -0.1990;
   524   23.198            2000            1714         -0.1938;
   525   23.242            2000            1721         -0.1896;
   526   23.286            2000            1728         -0.1853;
   527   23.331            2000            1734         -0.1813;
   528   23.375            2000            1740         -0.1770;
   529   23.419            2000            1747         -0.1716;
   530   23.464            2000            1753         -0.1682;
   531   23.508            2000            1758         -0.1639;
   532   23.552            2000            1764         -0.1609;
   533   23.596            2000            1770         -0.1566;
   534   23.641            2000            1775         -0.1529;
   535   23.685            2000            1779         -0.1499;
   536   23.729            2000            1784         -0.1465;
   537   23.773            2000            1790         -0.1422;
   538   23.818            2000            1794         -0.1395;
   539   23.862            2000            1798         -0.1371;
   540   23.906            2000            1803         -0.1334;
   541   23.951            2000            1807         -0.1306;
   542   23.995            2000            1811         -0.1282;
   543   24.039            2000            1815         -0.1258;
   544   24.083            2000            1819         -0.1227;
   545   24.128            2000            1823         -0.1197;
   546   24.172            2000            1827         -0.1175;
   547   24.216            2000            1830         -0.1148;
   548   24.260            2000            1834         -0.1123;
   549   24.305            2000            1837         -0.1108;
   550   24.349            2000            1840         -0.1090;
   551   24.393            2000            1843         -0.1065;
   552   24.438            2000            1846         -0.1044;
   553   24.482            2000            1849         -0.1029;
   554   24.526            2000            1851         -0.1013;
   555   24.570            2000            1854         -0.0989;
   556   24.615            2000            1857         -0.0977;
   557   24.659            2000            1859         -0.0955;
   558   24.703            2000            1861         -0.0949;
   559   24.747            2000            1863         -0.0934;
   560   24.792            2000            1865         -0.0916;
   561   24.836            2000            1868         -0.0904;
   562   24.880            2000            1869         -0.0894;
   563   24.924            2000            1871         -0.0879;
   564   24.969            2000            1873         -0.0864;
   565   25.013               0            1875          1.2824;
   566   25.057               0            1876          1.2830;
   567   25.102               0            1856          1.2625;
   568   25.146               0            1807          1.2231;
   569   25.190               0            1734          1.1703;
   570   25.234               0            1655          1.1172;
   571   25.279               0            1592          1.0778;
   572   25.323               0            1556          1.0595;
   573   25.367               0            1544          1.0553;
   574   25.411               0            1542          1.0540;
   575   25.456               0            1533          1.0449;
   576   25.500               0            1505          1.0217;
   577   25.544               0            1454          0.9838;
   578   25.589               0            1393          0.9396;
   579   25.633               0            1336          0.9035;
   580   25.677               0            1298          0.8816;
   581   25.721               0            1278          0.8706;
   582   25.766               0            1271          0.8675;
   583   25.810               0            1265          0.8632;
   584   25.854               0            1247          0.8489;
   585   25.898               0            1214          0.8233;
   586   25.943               0            1170          0.7915;
   587   25.987               0            1127          0.7625;
   588   26.031               0            1092          0.7408;
   589   26.076               0            1069          0.7262;
   590   26.120               0            1056          0.7201;
   591   26.164               0            1045          0.7121;
   592   26.208               0            1030          0.7005;
   593   26.253               0            1007          0.6841;
   594   26.297               0             978          0.6633;
   595   26.341               0             949          0.6432;
   596   26.385               0             924          0.6276;
   597   26.430               0             903          0.6148;
   598   26.474               0             886          0.6023;
   599   26.518               0             870          0.5916;
   600   26.563               0             853          0.5794;
   601   26.607               0             833          0.5650;
   602   26.651               0             814          0.5528;
   603   26.695               0             797          0.5415;
   604   26.740               0             779          0.5305;
   605   26.784               0             762          0.5174;
   606   26.828               0             746          0.5061;
   607   26.872               0             730          0.4951;
   608   26.917               0             713          0.4835;
   609   26.961               0             697          0.4731;
   610   27.005               0             682          0.4631;
   611   27.049               0             667          0.4542;
   612   27.094               0             652          0.4435;
   613   27.138               0             637          0.4325;
   614   27.182               0             624          0.4249;
   615   27.227               0             610          0.4142;
   616   27.271               0             597          0.4057;
   617   27.315               0             583          0.3965;
   618   27.359               0             571          0.3877;
   619   27.404               0             558          0.3788;
   620   27.448               0             546          0.3700;
   621   27.492               0             534          0.3623;
   622   27.536               0             523          0.3547;
   623   27.581               0             511          0.3477;
   624   27.625               0             500          0.3400;
   625   27.669               0             489          0.3324;
   626   27.714               0             479          0.3263;
   627   27.758               0             469          0.3187;
   628   27.802               0             459          0.3114;
   629   27.846               0             449          0.3056;
   630   27.891               0             441          0.3001;
   631   27.935               0             431          0.2933;
   632   27.979               0             422          0.2863;
   633   28.023               0             413          0.2811;
   634   28.068               0             406          0.2756;
   635   28.112               0             397          0.2701;
   636   28.156               0             389          0.2650;
   637   28.201               0             381          0.2598;
   638   28.245               0             374          0.2543;
   639   28.289               0             367          0.2488;
   640   28.333               0             359          0.2439;
   641   28.378               0             353          0.2402;
   642   28.422               0             347          0.2350;
   643   28.466               0             340          0.2311;
   644   28.510               0             333          0.2271;
   645   28.555               0             327          0.2228;
   646   28.599               0             322          0.2189;
   647   28.643               0             316          0.2149;
   648   28.688               0             310          0.2106;
   649   28.732               0             305          0.2082;
   650   28.776               0             301          0.2048;
   651   28.820               0             295          0.2002;
   652   28.865               0             290          0.1969;
   653   28.909               0             286          0.1944;
   654   28.953               0             282          0.1917;
   655   28.997               0             277          0.1889;
   656   29.042               0             273          0.1856;
   657   29.086               0             269          0.1835;
   658   29.130               0             266          0.1807;
   659   29.174               0             261          0.1780;
   660   29.219               0             258          0.1752;
   661   29.263               0             255          0.1737;
   662   29.307               0             252          0.1716;
   663   29.352               0             248          0.1694;
   664   29.396               0             245          0.1673;
   665   29.440               0             243          0.1658;
   666   29.484               0             241          0.1642;
   667   29.529               0             237          0.1621;
   668   29.573               0             235          0.1600;
   669   29.617               0             233          0.1593;
   670   29.661               0             231          0.1566;
   671   29.706               0             228          0.1557;
   672   29.750               0             226          0.1542;
   673   29.794               0             225          0.1538;
   674   29.839               0             223          0.1514;
   675   29.883               0             221          0.1508;
   676   29.927               0             219          0.1499;
   677   29.971               0             219          0.1493;
   678   30.016           -2000             217          1.5159;
   679   30.060           -2000             211          1.5104;
   680   30.104           -2000             185          1.4872;
   681   30.148           -2000             128          1.4417;
   682   30.193           -2000              44          1.3803;
   683   30.237           -2000             -47          1.3187;
   684   30.281           -2000            -120          1.2723;
   685   30.326           -2000            -163          1.2494;
   686   30.370           -2000            -179          1.2442;
   687   30.414           -2000            -182          1.2424;
   688   30.458           -2000            -194          1.2308;
   689   30.503           -2000            -228          1.2030;
   690   30.547           -2000            -288          1.1569;
   691   30.591           -2000            -361          1.1062;
   692   30.635           -2000            -427          1.0641;
   693   30.680           -2000            -472          1.0375;
   694   30.724           -2000            -495          1.0259;
   695   30.768           -2000            -503          1.0229;
   696   30.813           -2000            -510          1.0162;
   697   30.857           -2000            -531          0.9982;
   698   30.901           -2000            -571          0.9673;
   699   30.945           -2000            -625          0.9298;
   700   30.990           -2000            -678          0.8950;
   701   31.034           -2000            -719          0.8694;
   702   31.078           -2000            -745          0.8550;
   703   31.122           -2000            -759          0.8465;
   704   31.167           -2000            -769          0.8400;
   705   31.211           -2000            -785          0.8272;
   706   31.255           -2000            -813          0.8056;
   707   31.299           -2000            -850          0.7790;
   708   31.344           -2000            -887          0.7543;
   709   31.388           -2000            -919          0.7329;
   710   31.432           -2000            -944          0.7183;
   711   31.477           -2000            -962          0.7067;
   712   31.521           -2000            -976          0.6975;
   713   31.565           -2000            -994          0.6835;
   714   31.609           -2000           -1017          0.6682;
   715   31.654           -2000           -1041          0.6517;
   716   31.698           -2000           -1063          0.6358;
   717   31.742           -2000           -1085          0.6227;
   718   31.786           -2000           -1105          0.6090;
   719   31.831           -2000           -1124          0.5955;
   720   31.875           -2000           -1144          0.5818;
   721   31.919           -2000           -1163          0.5678;
   722   31.964           -2000           -1182          0.5556;
   723   32.008           -2000           -1199          0.5443;
   724   32.052           -2000           -1217          0.5327;
   725   32.096           -2000           -1235          0.5195;
   726   32.141           -2000           -1251          0.5089;
   727   32.185           -2000           -1267          0.4982;
   728   32.229           -2000           -1283          0.4872;
   729   32.273           -2000           -1299          0.4762;
