 Sample   Time     Commanded 2 Pos  Encoder 4 Pos   Control Effort 2
   240   10.625           -2000           -6105         -2.0006;
   241   10.669           -2000           -6003         -2.0006;
   242   10.714           -2000           -5930         -2.0006;
   243   10.758           -2000           -5881         -2.0006;
   244   10.802           -2000           -5842         -2.0006;
   245   10.846           -2000           -5793         -2.0006;
   246   10.891           -2000           -5720         -2.0006;
   247   10.935           -2000           -5625         -2.0006;
   248   10.979           -2000           -5519         -2.0006;
   249   11.023           -2000           -5418         -2.0006;
   250   11.068           -2000           -5331         -2.0006;
   251   11.112           -2000           -5263         -2.0006;
   252   11.156           -2000           -5207         -2.0006;
   253   11.201           -2000           -5152         -2.0006;
   254   11.245           -2000           -5086         -2.0006;
   255   11.289           -2000           -5005         -2.0006;
   256   11.333           -2000           -4916         -2.0006;
   257   11.378           -2000           -4825         -2.0006;
   258   11.422           -2000           -4739         -2.0006;
   259   11.466           -2000           -4663         -2.0006;
   260   11.510           -2000           -4595         -2.0006;
   261   11.555           -2000           -4529         -2.0006;
   262   11.599           -2000           -4458         -2.0006;
   263   11.643           -2000           -4381         -2.0006;
   264   11.688           -2000           -4302         -2.0006;
   265   11.732           -2000           -4222         -2.0006;
   266   11.776           -2000           -4144         -2.0006;
   267   11.820           -2000           -4067         -2.0006;
   268   11.865           -2000           -3992         -2.0006;
   269   11.909           -2000           -3916         -2.0006;
   270   11.953           -2000           -3839         -2.0006;
   271   11.997           -2000           -3763         -2.0006;
   272   12.042           -2000           -3688         -2.0006;
   273   12.086           -2000           -3612         -2.0006;
   274   12.130           -2000           -3537         -2.0006;
   275   12.174           -2000           -3462         -2.0006;
   276   12.219           -2000           -3388         -2.0006;
   277   12.263           -2000           -3313         -2.0006;
   278   12.307           -2000           -3238         -2.0006;
   279   12.352           -2000           -3165         -2.0006;
   280   12.396           -2000           -3091         -2.0006;
   281   12.440           -2000           -3017         -2.0006;
   282   12.484           -2000           -2943         -2.0006;
   283   12.529           -2000           -2870         -2.0006;
   284   12.573           -2000           -2797         -2.0006;
   285   12.617           -2000           -2724         -2.0006;
   286   12.661           -2000           -2651         -2.0006;
   287   12.706           -2000           -2578         -2.0006;
   288   12.750           -2000           -2506         -2.0006;
   289   12.794           -2000           -2433         -2.0006;
   290   12.839           -2000           -2360         -2.0006;
   291   12.883           -2000           -2288         -2.0006;
   292   12.927           -2000           -2216         -2.0006;
   293   12.971           -2000           -2143         -2.0006;
   294   13.016           -2000           -2070         -2.0006;
   295   13.060           -2000           -1998         -2.0006;
   296   13.104           -2000           -1926         -2.0006;
   297   13.148           -2000           -1853         -2.0006;
   298   13.193           -2000           -1781         -2.0006;
   299   13.237           -2000           -1709         -2.0006;
   300   13.281           -2000           -1637         -2.0006;
   301   13.326           -2000           -1564         -2.0006;
   302   13.370           -2000           -1492         -2.0006;
   303   13.414           -2000           -1419         -2.0006;
   304   13.458           -2000           -1346         -2.0006;
   305   13.503           -2000           -1273         -2.0006;
   306   13.547           -2000           -1200         -2.0006;
   307   13.591           -2000           -1127         -2.0006;
   308   13.635           -2000           -1054         -2.0006;
   309   13.680           -2000            -981         -2.0006;
   310   13.724           -2000            -908         -2.0006;
   311   13.768           -2000            -835         -2.0006;
   312   13.813           -2000            -763         -2.0006;
   313   13.857           -2000            -689         -2.0006;
   314   13.901           -2000            -616         -2.0006;
   315   13.945           -2000            -544         -2.0006;
   316   13.990           -2000            -471         -2.0006;
   317   14.034           -2000            -397         -2.0006;
   318   14.078           -2000            -325         -2.0006;
   319   14.122           -2000            -253         -2.0006;
   320   14.167           -2000            -180         -2.0006;
   321   14.211           -2000            -106         -2.0006;
   322   14.255           -2000             -33         -2.0006;
   323   14.299           -2000              40         -2.0006;
   324   14.344           -2000             114         -2.0006;
   325   14.388           -2000             188         -2.0006;
   326   14.432           -2000             261         -2.0006;
   327   14.477           -2000             333         -2.0006;
   328   14.521           -2000             406         -2.0006;
   329   14.565           -2000             478         -2.0006;
   330   14.609           -2000             550         -2.0006;
   331   14.654           -2000             622         -2.0006;
   332   14.698           -2000             695         -2.0006;
   333   14.742           -2000             768         -2.0006;
   334   14.786           -2000             842         -2.0006;
   335   14.831           -2000             915         -2.0006;
   336   14.875           -2000             988         -2.0006;
   337   14.919           -2000            1062         -2.0006;
   338   14.964           -2000            1134         -2.0006;
   339   15.008               0            1206         -2.0006;
   340   15.052               0            1275          0.0000;
   341   15.096               0            1315          0.0000;
   342   15.141               0            1313          0.0000;
   343   15.185               0            1269          0.0000;
   344   15.229               0            1214          0.0000;
   345   15.273               0            1176          0.0000;
   346   15.318               0            1172          0.0000;
   347   15.362               0            1207          0.0000;
   348   15.406               0            1261          0.0000;
   349   15.451               0            1307          0.0000;
   350   15.495               0            1324          0.0000;
   351   15.539               0            1310          0.0000;
   352   15.583               0            1274          0.0000;
   353   15.628               0            1238          0.0000;
   354   15.672               0            1221          0.0000;
   355   15.716               0            1232          0.0000;
   356   15.760               0            1265          0.0000;
   357   15.805               0            1302          0.0000;
   358   15.849               0            1325          0.0000;
   359   15.893               0            1328          0.0000;
   360   15.938               0            1310          0.0000;
   361   15.982               0            1286          0.0000;
   362   16.026               0            1271          0.0000;
   363   16.070               0            1270          0.0000;
   364   16.115               0            1288          0.0000;
   365   16.159               0            1310          0.0000;
   366   16.203               0            1327          0.0000;
   367   16.247               0            1334          0.0000;
   368   16.292               0            1332          0.0000;
   369   16.336               0            1322          0.0000;
   370   16.380               0            1315          0.0000;
   371   16.424               0            1314          0.0000;
   372   16.469               0            1322          0.0000;
   373   16.513               0            1332          0.0000;
   374   16.557               0            1339          0.0000;
   375   16.602               0            1343          0.0000;
   376   16.646               0            1344          0.0000;
   377   16.690               0            1344          0.0000;
   378   16.734               0            1346          0.0000;
   379   16.779               0            1349          0.0000;
   380   16.823               0            1351          0.0000;
   381   16.867               0            1352          0.0000;
   382   16.911               0            1353          0.0000;
   383   16.956               0            1354          0.0000;
   384   17.000               0            1354          0.0000;
   385   17.044               0            1355          0.0000;
   386   17.089               0            1355          0.0000;
   387   17.133               0            1355          0.0000;
   388   17.177               0            1355          0.0000;
   389   17.221               0            1355          0.0000;
   390   17.266               0            1355          0.0000;
   391   17.310               0            1355          0.0000;
   392   17.354               0            1355          0.0000;
   393   17.398               0            1355          0.0000;
   394   17.443               0            1355          0.0000;
   395   17.487               0            1355          0.0000;
   396   17.531               0            1355          0.0000;
   397   17.576               0            1355          0.0000;
   398   17.620               0            1355          0.0000;
   399   17.664               0            1355          0.0000;
   400   17.708               0            1355          0.0000;
   401   17.753               0            1355          0.0000;
   402   17.797               0            1355          0.0000;
   403   17.841               0            1355          0.0000;
   404   17.885               0            1355          0.0000;
   405   17.930               0            1355          0.0000;
   406   17.974               0            1355          0.0000;
   407   18.018               0            1355          0.0000;
   408   18.063               0            1355          0.0000;
   409   18.107               0            1355          0.0000;
   410   18.151               0            1355          0.0000;
   411   18.195               0            1355          0.0000;
   412   18.240               0            1355          0.0000;
   413   18.284               0            1355          0.0000;
   414   18.328               0            1355          0.0000;
   415   18.372               0            1355          0.0000;
   416   18.417               0            1355          0.0000;
   417   18.461               0            1355          0.0000;
   418   18.505               0            1355          0.0000;
   419   18.549               0            1355          0.0000;
   420   18.594               0            1355          0.0000;
   421   18.638               0            1355          0.0000;
   422   18.682               0            1355          0.0000;
   423   18.727               0            1355          0.0000;
   424   18.771               0            1355          0.0000;
   425   18.815               0            1355          0.0000;
   426   18.859               0            1355          0.0000;
   427   18.904               0            1355          0.0000;
   428   18.948               0            1355          0.0000;
   429   18.992               0            1355          0.0000;
   430   19.036               0            1355          0.0000;
   431   19.081               0            1355          0.0000;
   432   19.125               0            1354          0.0000;
   433   19.169               0            1354          0.0000;
   434   19.214               0            1354          0.0000;
   435   19.258               0            1354          0.0000;
   436   19.302               0            1354          0.0000;
   437   19.346               0            1354          0.0000;
   438   19.391               0            1354          0.0000;
   439   19.435               0            1354          0.0000;
   440   19.479               0            1354          0.0000;
   441   19.523               0            1354          0.0000;
   442   19.568               0            1354          0.0000;
   443   19.612               0            1354          0.0000;
   444   19.656               0            1354          0.0000;
   445   19.701               0            1354          0.0000;
   446   19.745               0            1354          0.0000;
   447   19.789               0            1354          0.0000;
   448   19.833               0            1354          0.0000;
   449   19.878               0            1354          0.0000;
   450   19.922               0            1354          0.0000;
   451   19.966               0            1353          0.0000;
   452   20.010            2000            1353          0.0000;
   453   20.055            2000            1351          2.0006;
   454   20.099            2000            1318          2.0006;
   455   20.143            2000            1239          2.0006;
   456   20.188            2000            1121          2.0006;
   457   20.232            2000             991          2.0006;
   458   20.276            2000             882          2.0006;
   459   20.320            2000             810          2.0006;
   460   20.365            2000             776          2.0006;
   461   20.409            2000             760          2.0006;
   462   20.453            2000             731          2.0006;
   463   20.497            2000             670          2.0006;
   464   20.542            2000             575          2.0006;
   465   20.586            2000             461          2.0006;
   466   20.630            2000             352          2.0006;
   467   20.674            2000             267          2.0006;
   468   20.719            2000             212          2.0006;
   469   20.763            2000             179          2.0006;
   470   20.807            2000             144          2.0006;
   471   20.852            2000              92          2.0006;
   472   20.896            2000              13          2.0006;
   473   20.940            2000             -84          2.0006;
   474   20.984            2000            -185          2.0006;
   475   21.029            2000            -273          2.0006;
   476   21.073            2000            -340          2.0006;
   477   21.117            2000            -389          2.0006;
   478   21.161            2000            -434          2.0006;
   479   21.206            2000            -489          2.0006;
   480   21.250            2000            -559          2.0006;
   481   21.294            2000            -642          2.0006;
   482   21.339            2000            -730          2.0006;
   483   21.383            2000            -813          2.0006;
   484   21.427            2000            -884          2.0006;
   485   21.471            2000            -943          2.0006;
   486   21.516            2000           -1000          2.0006;
   487   21.560            2000           -1060          2.0006;
   488   21.604            2000           -1128          2.0006;
   489   21.648            2000           -1201          2.0006;
   490   21.693            2000           -1278          2.0006;
   491   21.737            2000           -1353          2.0006;
   492   21.781            2000           -1423          2.0006;
   493   21.826            2000           -1489          2.0006;
   494   21.870            2000           -1555          2.0006;
   495   21.914            2000           -1623          2.0006;
   496   21.958            2000           -1691          2.0006;
   497   22.003            2000           -1759          2.0006;
   498   22.047            2000           -1827          2.0006;
   499   22.091            2000           -1895          2.0006;
   500   22.135            2000           -1962          2.0006;
   501   22.180            2000           -2030          2.0006;
   502   22.224            2000           -2098          2.0006;
   503   22.268            2000           -2166          2.0006;
   504   22.313            2000           -2233          2.0006;
   505   22.357            2000           -2301          2.0006;
   506   22.401            2000           -2370          2.0006;
   507   22.445            2000           -2437          2.0006;
   508   22.490            2000           -2505          2.0006;
   509   22.534            2000           -2573          2.0006;
   510   22.578            2000           -2642          2.0006;
   511   22.622            2000           -2709          2.0006;
   512   22.667            2000           -2777          2.0006;
   513   22.711            2000           -2844          2.0006;
   514   22.755            2000           -2912          2.0006;
   515   22.799            2000           -2980          2.0006;
   516   22.844            2000           -3047          2.0006;
   517   22.888            2000           -3115          2.0006;
   518   22.932            2000           -3183          2.0006;
   519   22.977            2000           -3250          2.0006;
   520   23.021            2000           -3317          2.0006;
   521   23.065            2000           -3385          2.0006;
   522   23.109            2000           -3453          2.0006;
   523   23.154            2000           -3520          2.0006;
   524   23.198            2000           -3587          2.0006;
   525   23.242            2000           -3655          2.0006;
   526   23.286            2000           -3723          2.0006;
   527   23.331            2000           -3790          2.0006;
   528   23.375            2000           -3857          2.0006;
   529   23.419            2000           -3925          2.0006;
   530   23.464            2000           -3992          2.0006;
   531   23.508            2000           -4059          2.0006;
   532   23.552            2000           -4126          2.0006;
   533   23.596            2000           -4194          2.0006;
   534   23.641            2000           -4261          2.0006;
   535   23.685            2000           -4328          2.0006;
   536   23.729            2000           -4395          2.0006;
   537   23.773            2000           -4462          2.0006;
   538   23.818            2000           -4529          2.0006;
   539   23.862            2000           -4596          2.0006;
   540   23.906            2000           -4663          2.0006;
   541   23.951            2000           -4731          2.0006;
   542   23.995            2000           -4797          2.0006;
   543   24.039            2000           -4864          2.0006;
   544   24.083            2000           -4931          2.0006;
   545   24.128            2000           -4998          2.0006;
   546   24.172            2000           -5064          2.0006;
   547   24.216            2000           -5131          2.0006;
   548   24.260            2000           -5197          2.0006;
   549   24.305            2000           -5264          2.0006;
   550   24.349            2000           -5331          2.0006;
   551   24.393            2000           -5397          2.0006;
   552   24.438            2000           -5464          2.0006;
   553   24.482            2000           -5531          2.0006;
   554   24.526            2000           -5597          2.0006;
   555   24.570            2000           -5664          2.0006;
   556   24.615            2000           -5730          2.0006;
   557   24.659            2000           -5797          2.0006;
   558   24.703            2000           -5863          2.0006;
   559   24.747            2000           -5928          2.0006;
   560   24.792            2000           -5995          2.0006;
   561   24.836            2000           -6062          2.0006;
   562   24.880            2000           -6128          2.0006;
   563   24.924            2000           -6193          2.0006;
   564   24.969            2000           -6259          2.0006;
   565   25.013               0           -6325          2.0006;
   566   25.057               0           -6387          0.0000;
   567   25.102               0           -6419          0.0000;
   568   25.146               0           -6408          0.0000;
   569   25.190               0           -6359          0.0000;
   570   25.234               0           -6297          0.0000;
   571   25.279               0           -6253          0.0000;
   572   25.323               0           -6244          0.0000;
   573   25.367               0           -6273          0.0000;
   574   25.411               0           -6320          0.0000;
   575   25.456               0           -6357          0.0000;
   576   25.500               0           -6369          0.0000;
   577   25.544               0           -6347          0.0000;
   578   25.589               0           -6304          0.0000;
   579   25.633               0           -6261          0.0000;
   580   25.677               0           -6239          0.0000;
   581   25.721               0           -6243          0.0000;
   582   25.766               0           -6269          0.0000;
   583   25.810               0           -6300          0.0000;
   584   25.854               0           -6319          0.0000;
   585   25.898               0           -6316          0.0000;
   586   25.943               0           -6291          0.0000;
   587   25.987               0           -6260          0.0000;
   588   26.031               0           -6237          0.0000;
   589   26.076               0           -6230          0.0000;
   590   26.120               0           -6237          0.0000;
   591   26.164               0           -6256          0.0000;
   592   26.208               0           -6271          0.0000;
   593   26.253               0           -6274          0.0000;
   594   26.297               0           -6262          0.0000;
   595   26.341               0           -6244          0.0000;
   596   26.385               0           -6229          0.0000;
   597   26.430               0           -6221          0.0000;
   598   26.474               0           -6220          0.0000;
   599   26.518               0           -6226          0.0000;
   600   26.563               0           -6231          0.0000;
   601   26.607               0           -6231          0.0000;
   602   26.651               0           -6225          0.0000;
   603   26.695               0           -6217          0.0000;
   604   26.740               0           -6212          0.0000;
   605   26.784               0           -6207          0.0000;
   606   26.828               0           -6204          0.0000;
   607   26.872               0           -6200          0.0000;
   608   26.917               0           -6196          0.0000;
   609   26.961               0           -6191          0.0000;
   610   27.005               0           -6186          0.0000;
   611   27.049               0           -6183          0.0000;
   612   27.094               0           -6179          0.0000;
   613   27.138               0           -6174          0.0000;
   614   27.182               0           -6170          0.0000;
   615   27.227               0           -6166          0.0000;
   616   27.271               0           -6162          0.0000;
   617   27.315               0           -6157          0.0000;
   618   27.359               0           -6152          0.0000;
   619   27.404               0           -6149          0.0000;
   620   27.448               0           -6144          0.0000;
   621   27.492               0           -6139          0.0000;
   622   27.536               0           -6134          0.0000;
   623   27.581               0           -6131          0.0000;
   624   27.625               0           -6126          0.0000;
   625   27.669               0           -6121          0.0000;
   626   27.714               0           -6117          0.0000;
   627   27.758               0           -6113          0.0000;
   628   27.802               0           -6108          0.0000;
   629   27.846               0           -6103          0.0000;
   630   27.891               0           -6099          0.0000;
   631   27.935               0           -6095          0.0000;
   632   27.979               0           -6090          0.0000;
   633   28.023               0           -6085          0.0000;
   634   28.068               0           -6081          0.0000;
   635   28.112               0           -6077          0.0000;
   636   28.156               0           -6072          0.0000;
   637   28.201               0           -6067          0.0000;
   638   28.245               0           -6063          0.0000;
   639   28.289               0           -6059          0.0000;
   640   28.333               0           -6054          0.0000;
   641   28.378               0           -6049          0.0000;
   642   28.422               0           -6045          0.0000;
   643   28.466               0           -6041          0.0000;
   644   28.510               0           -6036          0.0000;
   645   28.555               0           -6031          0.0000;
   646   28.599               0           -6027          0.0000;
   647   28.643               0           -6023          0.0000;
   648   28.688               0           -6018          0.0000;
   649   28.732               0           -6013          0.0000;
   650   28.776               0           -6009          0.0000;
   651   28.820               0           -6005          0.0000;
   652   28.865               0           -6000          0.0000;
   653   28.909               0           -5995          0.0000;
   654   28.953               0           -5991          0.0000;
   655   28.997               0           -5987          0.0000;
   656   29.042               0           -5981          0.0000;
   657   29.086               0           -5977          0.0000;
   658   29.130               0           -5973          0.0000;
   659   29.174               0           -5969          0.0000;
   660   29.219               0           -5963          0.0000;
   661   29.263               0           -5959          0.0000;
   662   29.307               0           -5955          0.0000;
   663   29.352               0           -5951          0.0000;
   664   29.396               0           -5945          0.0000;
   665   29.440               0           -5941          0.0000;
   666   29.484               0           -5937          0.0000;
   667   29.529               0           -5932          0.0000;
   668   29.573               0           -5927          0.0000;
   669   29.617               0           -5923          0.0000;
   670   29.661               0           -5919          0.0000;
   671   29.706               0           -5914          0.0000;
   672   29.750               0           -5909          0.0000;
   673   29.794               0           -5905          0.0000;
   674   29.839               0           -5901          0.0000;
   675   29.883               0           -5896          0.0000;
   676   29.927               0           -5891          0.0000;
   677   29.971               0           -5887          0.0000;
   678   30.016           -2000           -5883         -2.0006;
   679   30.060           -2000           -5871         -2.0006;
   680   30.104           -2000           -5828         -2.0006;
   681   30.148           -2000           -5739         -2.0006;
   682   30.193           -2000           -5613         -2.0006;
   683   30.237           -2000           -5474         -2.0006;
   684   30.281           -2000           -5353         -2.0006;
   685   30.326           -2000           -5269         -2.0006;
   686   30.370           -2000           -5221         -2.0006;
   687   30.414           -2000           -5194         -2.0006;
   688   30.458           -2000           -5163         -2.0006;
   689   30.503           -2000           -5105         -2.0006;
   690   30.547           -2000           -5014         -2.0006;
   691   30.591           -2000           -4897         -2.0006;
   692   30.635           -2000           -4776         -2.0006;
   693   30.680           -2000           -4672         -2.0006;
   694   30.724           -2000           -4594         -2.0006;
   695   30.768           -2000           -4541         -2.0006;
   696   30.813           -2000           -4499         -2.0006;
   697   30.857           -2000           -4450         -2.0006;
   698   30.901           -2000           -4381         -2.0006;
   699   30.945           -2000           -4289         -2.0006;
   700   30.990           -2000           -4185         -2.0006;
   701   31.034           -2000           -4083         -2.0006;
   702   31.078           -2000           -3993         -2.0006;
   703   31.122           -2000           -3919         -2.0006;
   704   31.167           -2000           -3858         -2.0006;
   705   31.211           -2000           -3802         -2.0006;
   706   31.255           -2000           -3737         -2.0006;
   707   31.299           -2000           -3660         -2.0006;
   708   31.344           -2000           -3574         -2.0006;
