 Sample   Time     Commanded 2 Pos  Encoder 2 Pos 

[    0    0.000               0             -54;
     1    0.044            2000              12;
     2    0.089            2000             208;
     3    0.133            2000             437;
     4    0.177            2000             583;
     5    0.221            2000             581;
     6    0.266            2000             447;
     7    0.310            2000             253;
     8    0.354            2000              94;
     9    0.398            2000              53;
    10    0.443            2000             147;
    11    0.487            2000             318;
    12    0.531            2000             477;
    13    0.576            2000             550;
    14    0.620            2000             509;
    15    0.664            2000             386;
    16    0.708            2000             243;
    17    0.753            2000             158;
    18    0.797            2000             177;
    19    0.841            2000             278;
    20    0.885            2000             402;
    21    0.930            2000             493;
    22    0.974            2000             512;
    23    1.018            2000             453;
    24    1.063            2000             354;
    25    1.107            2000             273;
    26    1.151            2000             251;
    27    1.195            2000             290;
    28    1.240            2000             360;
    29    1.284            2000             432;
    30    1.328            2000             472;
    31    1.372            2000             461;
    32    1.417            2000             413;
    33    1.461            2000             365;
    34    1.505            2000             343;
    35    1.549            2000             354;
    36    1.594            2000             382;
    37    1.638            2000             416;
    38    1.682            2000             439;
    39    1.727            2000             438;
    40    1.771            2000             421;
    41    1.815            2000             411;
    42    1.859            2000             413;
    43    1.904            2000             419;
    44    1.948            2000             422;
    45    1.992            2000             423;
    46    2.036            2000             425;
    47    2.081            2000             425;
    48    2.125            2000             425;
    49    2.169            2000             431;
    50    2.214            2000             440;
    51    2.258            2000             444;
    52    2.302            2000             442;
    53    2.346            2000             445;
    54    2.391            2000             451;
    55    2.435            2000             453;
    56    2.479            2000             451;
    57    2.523            2000             456;
    58    2.568            2000             463;
    59    2.612            2000             467;
    60    2.656            2000             466;
    61    2.701            2000             469;
    62    2.745            2000             475;
    63    2.789            2000             478;
    64    2.833            2000             477;
    65    2.878            2000             480;
    66    2.922            2000             488;
    67    2.966            2000             491;
    68    3.010               0             487;
    69    3.055               0             393;
    70    3.099               0             190;
    71    3.143               0             -26;
    72    3.188               0            -147;
    73    3.232               0            -111;
    74    3.276               0              52;
    75    3.320               0             251;
    76    3.365               0             385;
    77    3.409               0             396;
    78    3.453               0             288;
    79    3.497               0             120;
    80    3.542               0             -23;
    81    3.586               0             -63;
    82    3.630               0              12;
    83    3.674               0             148;
    84    3.719               0             276;
    85    3.763               0             337;
    86    3.807               0             305;
    87    3.852               0             204;
    88    3.896               0              90;
    89    3.940               0              26;
    90    3.984               0              41;
    91    4.029               0             111;
    92    4.073               0             197;
    93    4.117               0             259;
    94    4.161               0             266;
    95    4.206               0             220;
    96    4.250               0             153;
    97    4.294               0             108;
    98    4.339               0             105;
    99    4.383               0             132;
   100    4.427               0             170;
   101    4.471               0             202;
   102    4.516               0             211;
   103    4.560               0             191;
   104    4.604               0             165;
   105    4.648               0             152;
   106    4.693               0             155;
   107    4.737               0             160;
   108    4.781               0             163;
   109    4.826               0             165;
   110    4.870               0             164;
   111    4.914               0             158;
   112    4.958               0             158;
   113    5.003               0             163;
   114    5.047               0             165;
   115    5.091               0             158;
   116    5.135               0             154;
   117    5.180               0             160;
   118    5.224               0             162;
   119    5.268               0             155;
   120    5.313               0             154;
   121    5.357               0             158;
   122    5.401               0             159;
   123    5.445               0             152;
   124    5.490               0             151;
   125    5.534               0             155;
   126    5.578               0             155;
   127    5.622               0             148;
   128    5.667               0             148;
   129    5.711               0             152;
   130    5.755               0             151;
   131    5.799               0             144;
   132    5.844               0             143;
   133    5.888               0             148;
   134    5.932               0             147]
