 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 
   306    2.709            2000          -13084;
   307    2.718            2000          -13176;
   308    2.727            2000          -13269;
   309    2.736            2000          -13362;
   310    2.745            2000          -13455;
   311    2.754            2000          -13550;
   312    2.763            2000          -13644;
   313    2.771            2000          -13739;
   314    2.780            2000          -13834;
   315    2.789            2000          -13930;
   316    2.798            2000          -14026;
   317    2.807            2000          -14123;
   318    2.816            2000          -14219;
   319    2.824            2000          -14317;
   320    2.833            2000          -14414;
   321    2.842            2000          -14513;
   322    2.851            2000          -14611;
   323    2.860            2000          -14710;
   324    2.869            2000          -14809;
   325    2.878            2000          -14909;
   326    2.886            2000          -15009;
   327    2.895            2000          -15109;
   328    2.904            2000          -15210;
   329    2.913            2000          -15311;
   330    2.922            2000          -15412;
   331    2.931            2000          -15514;
   332    2.940            2000          -15617;
   333    2.948            2000          -15719;
   334    2.957            2000          -15822;
   335    2.966            2000          -15925;
   336    2.975            2000          -16028;
   337    2.984            2000          -16132;
   338    2.993            2000          -16236;
   339    3.002            2000          -16340;
   340    3.010               0          -16444;
   341    3.019               0          -16547;
   342    3.028               0          -16651;
   343    3.037               0          -16754;
   344    3.046               0          -16857;
   345    3.055               0          -16959;
   346    3.064               0          -17061;
   347    3.072               0          -17163;
   348    3.081               0          -17264;
   349    3.090               0          -17365;
   350    3.099               0          -17466;
   351    3.108               0          -17566;
   352    3.117               0          -17666;
   353    3.126               0          -17765;
   354    3.134               0          -17864;
   355    3.143               0          -17963;
   356    3.152               0          -18061;
   357    3.161               0          -18159;
   358    3.170               0          -18256;
   359    3.179               0          -18353;
   360    3.188               0          -18449;
   361    3.196               0          -18545;
   362    3.205               0          -18640;
   363    3.214               0          -18735;
   364    3.223               0          -18829;
   365    3.232               0          -18923;
   366    3.241               0          -19017;
   367    3.249               0          -19110;
   368    3.258               0          -19203;
   369    3.267               0          -19295;
   370    3.276               0          -19386;
   371    3.285               0          -19477;
   372    3.294               0          -19568;
   373    3.303               0          -19658;
   374    3.311               0          -19746;
   375    3.320               0          -19835;
   376    3.329               0          -19923;
   377    3.338               0          -20012;
   378    3.347               0          -20101;
   379    3.356               0          -20189;
   380    3.365               0          -20276;
   381    3.373               0          -20363;
   382    3.382               0          -20449;
   383    3.391               0          -20535;
   384    3.400               0          -20621;
   385    3.409               0          -20706;
   386    3.418               0          -20791;
   387    3.427               0          -20875;
   388    3.435               0          -20958;
   389    3.444               0          -21042;
   390    3.453               0          -21125;
   391    3.462               0          -21207;
   392    3.471               0          -21290;
   393    3.480               0          -21371;
   394    3.489               0          -21452;
   395    3.497               0          -21533;
   396    3.506               0          -21614;
   397    3.515               0          -21694;
   398    3.524               0          -21774;
   399    3.533               0          -21853;
   400    3.542               0          -21932;
   401    3.551               0          -22011;
   402    3.559               0          -22090;
   403    3.568               0          -22168;
   404    3.577               0          -22245;
   405    3.586               0          -22322;
   406    3.595               0          -22399;
   407    3.604               0          -22475;
   408    3.613               0          -22550;
   409    3.621               0          -22625;
   410    3.630               0          -22700;
   411    3.639               0          -22774;
   412    3.648               0          -22848;
   413    3.657               0          -22922;
   414    3.666               0          -22995;
   415    3.674               0          -23067;
   416    3.683               0          -23140;
   417    3.692               0          -23212;
   418    3.701               0          -23283;
   419    3.710               0          -23354;
   420    3.719               0          -23425;
   421    3.728               0          -23496;
   422    3.736               0          -23566;
   423    3.745               0          -23636;
   424    3.754               0          -23706;
   425    3.763               0          -23775;
   426    3.772               0          -23844;
   427    3.781               0          -23913;
   428    3.790               0          -23981;
   429    3.798               0          -24049;
   430    3.807               0          -24117;
   431    3.816               0          -24184;
   432    3.825               0          -24251;
   433    3.834               0          -24318;
   434    3.843               0          -24385;
   435    3.852               0          -24451;
   436    3.860               0          -24516;
   437    3.869               0          -24582;
   438    3.878               0          -24647;
   439    3.887               0          -24712;
   440    3.896               0          -24776;
   441    3.905               0          -24841;
   442    3.914               0          -24904;
   443    3.922               0          -24967;
   444    3.931               0          -25030;
   445    3.940               0          -25093;
   446    3.949               0          -25156;
   447    3.958               0          -25218;
   448    3.967               0          -25281;
   449    3.976               0          -25343;
   450    3.984               0          -25404;
   451    3.993               0          -25466;
   452    4.002               0          -25527;
   453    4.011               0          -25588;
   454    4.020               0          -25648;
   455    4.029               0          -25709;
   456    4.038               0          -25769;
   457    4.046               0          -25829;
   458    4.055               0          -25889;
   459    4.064               0          -25949;
   460    4.073               0          -26008;
   461    4.082               0          -26067;
   462    4.091               0          -26126;
   463    4.099               0          -26185;
   464    4.108               0          -26243;
   465    4.117               0          -26302;
   466    4.126               0          -26359;
   467    4.135               0          -26417;
   468    4.144               0          -26475;
   469    4.153               0          -26532;
   470    4.161               0          -26588;
   471    4.170               0          -26645;
   472    4.179               0          -26702;
   473    4.188               0          -26758;
   474    4.197               0          -26814;
   475    4.206               0          -26870;
   476    4.215               0          -26925;
   477    4.223               0          -26980;
   478    4.232               0          -27035;
   479    4.241               0          -27090;
   480    4.250               0          -27145;
   481    4.259               0          -27199;
   482    4.268               0          -27254;
   483    4.277               0          -27308;
   484    4.285               0          -27361;
   485    4.294               0          -27415;
   486    4.303               0          -27469;
   487    4.312               0          -27522;
   488    4.321               0          -27576;
   489    4.330               0          -27629;
   490    4.339               0          -27682;
   491    4.347               0          -27734;
   492    4.356               0          -27787;
   493    4.365               0          -27839;
   494    4.374               0          -27890;
   495    4.383               0          -27942;
   496    4.392               0          -27993;
   497    4.401               0          -28043;
   498    4.409               0          -28094;
   499    4.418               0          -28144;
   500    4.427               0          -28194;
   501    4.436               0          -28244;
   502    4.445               0          -28293;
   503    4.454               0          -28342;
   504    4.463               0          -28391;
   505    4.471               0          -28440;
   506    4.480               0          -28489;
   507    4.489               0          -28537;
   508    4.498               0          -28585;
   509    4.507               0          -28633;
   510    4.516               0          -28680;
   511    4.524               0          -28728;
   512    4.533               0          -28775;
   513    4.542               0          -28822;
   514    4.551               0          -28869;
   515    4.560               0          -28915;
   516    4.569               0          -28962;
   517    4.578               0          -29008;
   518    4.586               0          -29054;
   519    4.595               0          -29100;
   520    4.604               0          -29145;
   521    4.613               0          -29191;
   522    4.622               0          -29236;
   523    4.631               0          -29281;
   524    4.640               0          -29325;
   525    4.648               0          -29370;
   526    4.657               0          -29414;
   527    4.666               0          -29458;
   528    4.675               0          -29502;
   529    4.684               0          -29545;
   530    4.693               0          -29589;
   531    4.702               0          -29632;
   532    4.710               0          -29675;
   533    4.719               0          -29717;
   534    4.728               0          -29759;
   535    4.737               0          -29802;
   536    4.746               0          -29843;
   537    4.755               0          -29885;
   538    4.764               0          -29926;
   539    4.772               0          -29967;
   540    4.781               0          -30009;
   541    4.790               0          -30049;
   542    4.799               0          -30090;
   543    4.808               0          -30130;
   544    4.817               0          -30170;
   545    4.826               0          -30210;
   546    4.834               0          -30249;
   547    4.843               0          -30289;
   548    4.852               0          -30327;
   549    4.861               0          -30366;
   550    4.870               0          -30405;
   551    4.879               0          -30443;
   552    4.888               0          -30481;
   553    4.896               0          -30518;
   554    4.905               0          -30555;
   555    4.914               0          -30593;
   556    4.923               0          -30630;
   557    4.932               0          -30666;
   558    4.941               0          -30703;
   559    4.949               0          -30739;
   560    4.958               0          -30775;
   561    4.967               0          -30810;
   562    4.976               0          -30846;
   563    4.985               0          -30881;
   564    4.994               0          -30916;
   565    5.003               0          -30951;
   566    5.011               0          -30985;
   567    5.020               0          -31020;
   568    5.029               0          -31054;
   569    5.038               0          -31087;
   570    5.047               0          -31121;
   571    5.056               0          -31154;
   572    5.065               0          -31187;
   573    5.073               0          -31220;
   574    5.082               0          -31252;
   575    5.091               0          -31284;
   576    5.100               0          -31316;
   577    5.109               0          -31347;
   578    5.118               0          -31378;
   579    5.127               0          -31409;
   580    5.135               0          -31439;
   581    5.144               0          -31470;
   582    5.153               0          -31499;
   583    5.162               0          -31529;
   584    5.171               0          -31558;
   585    5.180               0          -31586;
   586    5.189               0          -31615;
   587    5.197               0          -31643;
   588    5.206               0          -31671;
   589    5.215               0          -31698;
   590    5.224               0          -31725;
   591    5.233               0          -31752;
   592    5.242               0          -31779;
   593    5.251               0          -31805;
   594    5.259               0          -31831;
   595    5.268               0          -31856;
   596    5.277               0          -31882;
   597    5.286               0          -31907;
   598    5.295               0          -31931;
   599    5.304               0          -31955;
   600    5.313               0          -31979;
   601    5.321               0          -32003;
   602    5.330               0          -32026;
   603    5.339               0          -32049;
   604    5.348               0          -32071;
   605    5.357               0          -32094;
   606    5.366               0          -32116;
   607    5.374               0          -32137;
   608    5.383               0          -32159;
   609    5.392               0          -32179;
   610    5.401               0          -32200;
   611    5.410               0          -32221;
   612    5.419               0          -32241;
   613    5.428               0          -32261;
   614    5.436               0          -32280;
   615    5.445               0          -32299;
   616    5.454               0          -32319;
   617    5.463               0          -32337;
   618    5.472               0          -32356;
   619    5.481               0          -32374;
   620    5.490               0          -32391;
   621    5.498               0          -32409;
   622    5.507               0          -32426;
   623    5.516               0          -32443;
   624    5.525               0          -32459;
   625    5.534               0          -32475;
   626    5.543               0          -32491;
   627    5.552               0          -32506;
   628    5.560               0          -32520;
   629    5.569               0          -32534;
   630    5.578               0          -32548;
   631    5.587               0          -32561;
   632    5.596               0          -32573;
   633    5.605               0          -32585;
   634    5.614               0          -32597;
   635    5.622               0          -32608;
   636    5.631               0          -32619;
   637    5.640               0          -32629;
   638    5.649               0          -32639;
