 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 

[    0    0.000               0               5;
   229    2.028            2000            2135;
   230    2.036            2000            2141;
   231    2.045            2000            2146;
   232    2.054            2000            2150;
   233    2.063            2000            2154;
   234    2.072            2000            2157;
   235    2.081            2000            2160;
   236    2.090            2000            2161;
   237    2.098            2000            2162;
   238    2.107            2000            2163;
   239    2.116            2000            2163;
   240    2.125            2000            2163;
   241    2.134            2000            2162;
   242    2.143            2000            2159;
   243    2.152            2000            2157;
   244    2.160            2000            2153;
   245    2.169            2000            2149;
   246    2.178            2000            2145;
   247    2.187            2000            2140;
   248    2.196            2000            2134;
   249    2.205            2000            2128;
   250    2.214            2000            2122;
   251    2.222            2000            2115;
   252    2.231            2000            2108;
   253    2.240            2000            2100;
   254    2.249            2000            2091;
   255    2.258            2000            2083;
   256    2.267            2000            2074;
   257    2.276            2000            2064;
   258    2.284            2000            2055;
   259    2.293            2000            2045;
   260    2.302            2000            2034;
   261    2.311            2000            2023;
   262    2.320            2000            2012;
   263    2.329            2000            2001;
   264    2.338            2000            1989;
   265    2.346            2000            1978;
   266    2.355            2000            1966;
   267    2.364            2000            1954;
   268    2.373            2000            1941;
   269    2.382            2000            1929;
   270    2.391            2000            1916;
   271    2.399            2000            1904;
   272    2.408            2000            1891;
   273    2.417            2000            1878;
   274    2.426            2000            1866;
   275    2.435            2000            1853;
   276    2.444            2000            1840;
   277    2.453            2000            1828;
   278    2.461            2000            1815;
   279    2.470            2000            1803;
   280    2.479            2000            1790;
   281    2.488            2000            1778;
   282    2.497            2000            1766;
   283    2.506            2000            1754;
   284    2.515            2000            1742;
   285    2.523            2000            1730;
   286    2.532            2000            1719;
   287    2.541            2000            1708;
   288    2.550            2000            1697;
   289    2.559            2000            1686;
   290    2.568            2000            1676;
   291    2.577            2000            1666;
   292    2.585            2000            1656;
   293    2.594            2000            1646;
   294    2.603            2000            1637;
   295    2.612            2000            1628;
   296    2.621            2000            1619;
   297    2.630            2000            1611;
   298    2.639            2000            1603;
   299    2.647            2000            1596;
   300    2.656            2000            1589;
   301    2.665            2000            1582;
   302    2.674            2000            1576;
   303    2.683            2000            1570;
   304    2.692            2000            1565;
   305    2.701            2000            1559;
   306    2.709            2000            1555;
   307    2.718            2000            1551;
   308    2.727            2000            1547;
   309    2.736            2000            1544;
   310    2.745            2000            1542;
   311    2.754            2000            1540;
   312    2.763            2000            1538;
   313    2.771            2000            1537;
   314    2.780            2000            1536;
   315    2.789            2000            1536;
   316    2.798            2000            1536;
   317    2.807            2000            1536;
   318    2.816            2000            1536;
   319    2.824            2000            1538;
   320    2.833            2000            1540;
   321    2.842            2000            1543;
   322    2.851            2000            1546;
   323    2.860            2000            1549;
   324    2.869            2000            1553;
   325    2.878            2000            1556;
   326    2.886            2000            1561;
